P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6571
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6607
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6643
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6679
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6714
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6750
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6786
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6821
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6857
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6893
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6929
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,6964
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7000
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7037
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7074
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7111
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7148
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7185
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7222
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7259
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7296
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7333
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7370
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7407
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7444
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7481
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7519
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7556
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7593
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7630
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7667
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7704
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7741
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7778
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7815
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7852
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7889
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7926
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,7963
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8000
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8036
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8071
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8107
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8143
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8179
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8214
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8250
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8286
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8321
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8357
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8393
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8429
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8464
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8500
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8536
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8571
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8607
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8643
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8679
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8714
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8750
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8786
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8821
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8857
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8893
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8929
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,8964
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9000
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9036
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9071
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9107
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9143
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9179
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9214
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9250
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9286
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9321
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9357
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9393
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9429
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9464
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9500
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9536
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9571
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9607
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9643
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9679
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9714
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9750
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9786
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9821
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9857
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9893
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9929
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,9964
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10000
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10037
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10074
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10111
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10148
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10185
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10222
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10259
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10296
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10333
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10370
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10407
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10444
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10481
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10519
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10556
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10593
"(0, 50)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 42)","(-31, 66)","(63, 72)","(0.0, 102.0)","(89, 66)","(20, 24)","(20, -26)",3,4,200,10630
"(0, 49)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 43)","(-31, 67)","(63, 73)","(0.0, 103.0)","(89, 67)","(20, 24)","(20, -25)",4,3,200,15000
"(0, 48)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 44)","(-31, 68)","(63, 74)","(0.0, 104.0)","(89, 68)","(20, 24)","(20, -24)",4,3,200,15037
"(0, 47)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 45)","(-31, 69)","(63, 75)","(0.0, 105.0)","(89, 69)","(20, 24)","(20, -23)",4,3,200,15074
"(0, 46)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 46)","(-31, 70)","(63, 76)","(0.0, 106.0)","(89, 70)","(20, 24)","(20, -22)",4,3,200,15111
